,OlfN,TotalN,Tokens,OAI,OSI
album_NN,17,16412,"['album_NN', 'album_NNS']",-9.915000597642196,12.11376131403001
intend_VB,40,38639,"['intend_VBN', 'intend_VBP', 'intend_VBG', 'intend_VBD']",-9.915842041524447,10.879296060392985
artist_NN,35,40712,"['artist_NN', 'artist_NNS', 'artist_NNP']",-10.183883459032232,11.071941138335381
sweet_JJ,16,7030,"['sweet_JJS', 'sweet_JJ']",-8.779308973959898,12.201224155280348
death_NN,37,71426,"['death_NN', 'death_NNP', 'death_NNS']",-10.914708343681259,10.991770789651397
turn_NN,15,23605,"['turn_NN', 'turn_NNS']",-10.619914266882837,12.294333559671829
angel_NN,50,5794,"['angel_NN', 'angel_NNP', 'angel_NNPS', 'angel_NNS']",-6.856487779495679,10.557367965505623
sky_NN,21,11652,"['sky_NN', 'sky_NNP']",-9.115972563361588,11.808906732501587
enter_VB,23,60681,"['enter_VBG', 'enter_VBD', 'enter_VBZ', 'enter_VBP', 'enter_VB']",-11.365395284343588,11.677662199223334
promise_VB,15,15201,"['promise_VBD', 'promise_VB', 'promise_VBG', 'promise_VBZ', 'promise_VBN', 'promise_VBP']",-9.98498801863518,12.294333559671829
pay_VB,23,107253,"['pay_VB', 'pay_VBN', 'pay_VBP', 'pay_VBD']",-12.187096520646262,11.677662199223334
away_RB,28,75129,['away_RB'],-11.389727356980062,11.393869233222745
base_NN,136,48344,"['base_NN', 'base_NNS', 'base_NNP']",-8.473586385449332,9.11376131403001
glove_NN,15,3824,"['glove_NNS', 'glove_NN']",-7.99397621237223,12.294333559671829
letter_NN,42,60140,"['letter_NNS', 'letter_NN']",-10.483719824682606,10.808906732501587
universal_JJ,14,10818,['universal_JJ'],-9.593791260095893,12.393869233222745
desktop_NN,14,11158,"['desktop_NNS', 'desktop_NN']",-9.638435913990472,12.393869233222745
river_NN,15,46906,"['river_NN', 'river_NNP', 'river_NNS']",-11.61059426140638,12.294333559671829
hair_NN,54,17172,"['hair_NN', 'hair_NNS']",-8.312882955284355,10.44633665311688
pressure_NN,24,45080,"['pressure_NN', 'pressure_NNS']",-10.875237394338427,11.616261654559192
complete_JJ,11,50663,['complete_JJ'],-12.169213269407035,12.74179253664305
physical_JJ,49,65429,['physical_JJ'],-10.382932756522786,10.58651431116514
sensitive_JJ,69,16434,['sensitive_JJ'],-7.895871594648366,10.092699698502178
cause_VB,43,95913,"['cause_VB', 'cause_VBZ', 'cause_VBD', 'cause_VBN', 'cause_VBG', 'cause_VBP']",-11.123173995507338,10.77495940057825
same_JJ,72,227192,['same_JJ'],-11.623627507821565,10.031299153838036
real_JJ,59,84721,['real_JJ'],-10.487788948395648,10.318581105918506
character_NN,22,53161,"['character_NN', 'character_NNS']",-11.238649004003886,11.74179253664305
drama_NN,14,6804,['drama_NN'],-8.92481250360578,12.393869233222745
new_JJ,136,471664,"['new_JJ', 'new_JJS', 'new_JJR']",-11.759937123807042,9.11376131403001
loving_JJ,12,3519,['loving_JJ'],-8.19598729802851,12.616261654559192
change_NN,28,173416,"['change_NN', 'change_NNS']",-12.596522565447344,11.393869233222745
everyone_NN,71,45610,['everyone_NN'],-9.327315430240434,10.051477035775665
review_NN,10,72345,"['review_NN', 'review_NNP']",-12.820677595483051,12.879296060392985
concern_VB,15,52627,"['concern_VBG', 'concern_VBN', 'concern_VBP']",-11.776624940343316,12.294333559671829
no_RB,17,40725,['no_RB'],-11.226164237049902,12.11376131403001
longer_RB,17,38941,"['longer_RB', 'longer_RBR']",-11.161539471060877,12.11376131403001
merely_RB,19,18105,['merely_RB'],-9.896173042919955,11.953296641836763
tip_NN,45,14487,"['tip_NNS', 'tip_NN']",-8.330618152564137,10.709371058950673
blood_NN,21,45436,['blood_NN'],-11.07923078822037,11.808906732501587
soon_RB,49,47561,['soon_RB'],-9.92278158440919,10.58651431116514
direct_JJ,25,45766,['direct_JJ'],-10.838132394050145,11.557367965505623
perfect_JJ,17,20544,['perfect_JJ'],-10.238966645871963,12.11376131403001
smooth_JJ,25,7732,['smooth_JJ'],-8.272769732436512,11.557367965505623
back_NN,40,17900,"['back_NNP', 'back_NN', 'back_NNS']",-8.805743872151618,10.879296060392985
receive_VB,41,183467,"['receive_VB', 'receive_VBD', 'receive_VBN', 'receive_VBG', 'receive_VBP', 'receive_VBZ']",-12.127609060310785,10.843672150662265
line_NN,69,125144,"['line_NNS', 'line_NN', 'line_NNP']",-10.824705140664504,10.092699698502178
occasion_NN,11,16674,"['occasion_NN', 'occasion_NNS']",-10.56588100128442,12.74179253664305
creative_JJ,19,23081,['creative_JJ'],-10.246490597185774,11.953296641836763
disk_NN,10,22814,"['disk_NN', 'disk_NNS']",-11.15570370256316,12.879296060392985
right_NN,39,166988,"['right_NN', 'right_NNS']",-12.063982687839635,10.9158219364181
core_NN,29,27866,['core_NN'],-9.908237311358596,11.343243160152776
fun_NN,13,21199,"['fun_NN', 'fun_NNP']",-10.671268872938917,12.500784437139256
particular_JJ,28,99100,['particular_JJ'],-11.78924251490361,11.393869233222745
up_RB,30,62550,['up_RB'],-11.025831668332026,11.294333559671829
main_JJ,20,59000,['main_JJ'],-11.526499239136566,11.879296060392985
solution_NN,12,93315,"['solution_NNS', 'solution_NN', 'solution_NNPS']",-12.924858885802601,12.616261654559192
look_VB,90,204455,"['look_VBN', 'look_VB', 'look_VBG', 'look_VBZ', 'look_VBD', 'look_VBP']",-11.149570722883864,9.709371058950673
religious_JJ,16,36431,['religious_JJ'],-11.152878975926887,12.201224155280348
anything_NN,110,52768,['anything_NN'],-8.906015969912808,9.419864441755688
careful_JJ,20,14585,['careful_JJ'],-9.510269670898177,11.879296060392985
yet_RB,79,84312,['yet_RB'],-10.059669613766424,9.897443407103244
palm_NN,15,5882,"['palm_NNP', 'palm_NN', 'palm_NNS']",-8.615200473278545,12.294333559671829
screen_NN,358,32071,"['screen_NN', 'screen_NNP', 'screen_NNS']",-6.485165941176959,7.717408378016092
series_NN,29,59648,"['series_NN', 'series_NNP']",-11.006205149526709,11.343243160152776
able_JJ,120,128775,['able_JJ'],-10.067602418889496,9.294333559671829
row_NN,11,18472,"['row_NN', 'row_NNP', 'row_NNS']",-10.713620839136818,12.74179253664305
sense_NN,152,61765,['sense_NN'],-8.666574412481676,8.953296641836763
occasionally_RB,12,10669,['occasionally_RB'],-9.796174838247396,12.616261654559192
soft_JJ,91,13854,"['soft_JJ', 'soft_JJS', 'soft_JJR']",-7.250220318296575,9.693429515081652
baby_NN,44,32560,"['baby_NN', 'baby_NNS', 'baby_NNP']",-9.531381460516313,10.74179253664305
gentle_JJ,60,4174,"['gentle_JJ', 'gentle_JJS', 'gentle_JJR']",-6.120324289551316,10.294333559671829
skin_NN,111,21921,"['skin_NN', 'skin_NNP', 'skin_NNS']",-7.625610126376145,9.406808288930241
operation_NN,25,87136,"['operation_NN', 'operation_NNS']",-11.767125077269071,11.557367965505623
client_NN,38,64374,"['client_NNS', 'client_NN']",-10.726262982318264,10.953296641836763
remember_VB,32,49129,"['remember_VBG', 'remember_VBD', 'remember_VBP', 'remember_VB', 'remember_VBN', 'remember_VBZ']",-10.584287253490334,11.201224155280348
officer_NN,12,57640,"['officer_NN', 'officer_NNS']",-12.229820214340954,12.616261654559192
visual_JJ,19,20585,['visual_JJ'],-10.081378314765047,11.953296641836763
rise_VB,42,29988,"['rise_VBD', 'rise_VBG', 'rise_VBZ', 'rise_VB']",-9.479780264029099,10.808906732501587
display_NN,44,28122,"['display_NNS', 'display_NN']",-9.319979961562883,10.74179253664305
funny_JJ,30,5648,"['funny_JJ', 'funny_JJR']",-7.556633777662662,11.294333559671829
quite_RB,41,56993,['quite_RB'],-10.440945110253608,10.843672150662265
material_NN,34,138490,"['material_NN', 'material_NNS']",-11.991959439993337,11.11376131403001
sens_NN,60,3703,['sens_NNS'],-5.947588238563111,10.294333559671829
controversy_NN,12,7084,"['controversy_NN', 'controversy_NNS']",-9.205385996030758,12.616261654559192
progress_NN,10,42198,"['progress_NN', 'progress_NNP']",-12.042958907801701,12.879296060392985
cell_NN,17,67806,"['cell_NNS', 'cell_NN']",-11.961662478139365,12.11376131403001
handle_VB,45,42544,"['handle_VBN', 'handle_VB', 'handle_VBZ', 'handle_VBD', 'handle_VBG', 'handle_VBP']",-9.884814965527992,10.709371058950673
discipline_NN,11,26185,"['discipline_NNS', 'discipline_NN']",-11.217021365699416,12.74179253664305
post_NN,11,29970,"['post_NNS', 'post_NN', 'post_NNP']",-11.411799844763639,12.74179253664305
opinion_NN,18,43204,"['opinion_NN', 'opinion_NNS']",-11.228952267186026,12.031299153838036
notice_VB,13,20384,"['notice_VBN', 'notice_VB', 'notice_VBP', 'notice_VBG', 'notice_VBD']",-10.614709844115207,12.500784437139256
arise_VB,33,31015,"['arise_VBG', 'arise_VB', 'arise_VBD', 'arise_VBP', 'arise_VBZ']",-9.876284385100663,11.156830035921894
chord_NN,34,1715,"['chord_NN', 'chord_NNS', 'chord_NNP']",-5.656530019809836,11.11376131403001
reason_NN,20,105204,"['reason_NNS', 'reason_NN']",-12.360901938461563,11.879296060392985
custom_NN,11,17888,"['custom_NN', 'custom_NNP', 'custom_NNS']",-10.667272854205892,12.74179253664305
author_NN,22,50156,"['author_NN', 'author_NNS']",-11.154703057013215,11.74179253664305
executive_NN,10,39390,"['executive_NN', 'executive_NNS', 'executive_NNP']",-11.943613701614042,12.879296060392985
ear_NN,38,16409,"['ear_NNS', 'ear_NN']",-8.754272186675925,10.953296641836763
property_NN,16,100808,"['property_NN', 'property_NNS']",-12.621250608337666,12.201224155280348
grace_NN,15,6523,"['grace_NN', 'grace_NNP']",-8.764429317574782,12.294333559671829
process_NN,35,237658,"['process_NN', 'process_NNS', 'process_NNP']",-12.729244423685303,11.071941138335381
certainly_RB,18,33563,['certainly_RB'],-10.864659053708646,12.031299153838036
completely_RB,38,31810,['completely_RB'],-9.70926523798329,10.953296641836763
team_NN,46,117766,"['team_NN', 'team_NNS', 'team_NNP']",-11.322001599895279,10.677662199223334
b_NN,12,36270,"['b_NNP', 'b_NN']",-11.561526624136485,12.616261654559192
course_NN,58,227496,"['course_NN', 'course_NNS']",-11.937500658330919,10.343243160152776
invite_VB,24,24509,"['invite_VBN', 'invite_VBG', 'invite_VBP', 'invite_VBD', 'invite_VB']",-9.996061500345473,11.616261654559192
wound_NN,11,7090,"['wound_NNS', 'wound_NN']",-9.332138293489582,12.74179253664305
recognize_VB,13,69317,"['recognize_VB', 'recognize_VBN', 'recognize_VBD', 'recognize_VBZ', 'recognize_VBP']",-12.38048187824372,12.500784437139256
small_JJ,90,183468,"['small_JJ', 'small_JJR', 'small_JJS']",-10.993315832090225,9.709371058950673
million_NN,28,18617,['million_NNS'],-9.376978068851262,11.393869233222745
turn_VB,54,89259,"['turn_VBD', 'turn_VBN', 'turn_VBZ', 'turn_VB', 'turn_VBP', 'turn_VBG']",-10.690822521045854,10.44633665311688
customer_NN,211,98342,"['customer_NNS', 'customer_NN']",-8.8644208866632,8.480124966573163
fact_NN,47,144749,"['fact_NN', 'fact_NNS']",-11.58860500413414,10.64663530360271
hop_VB,10,14512,"['hop_VBG', 'hop_VBZ']",-10.50303064564116,12.879296060392985
place_NN,72,171297,"['place_NNS', 'place_NN', 'place_NNP']",-11.216215358082364,10.031299153838036
call_NN,25,61929,"['call_NN', 'call_NNS']",-11.274471340065773,11.557367965505623
anywhere_RB,20,13360,['anywhere_RB'],-9.383704292474052,11.879296060392985
decor_NN,10,1121,['decor_NN'],-6.808642467918064,12.879296060392985
special_JJ,65,103348,['special_JJ'],-10.634783131274759,10.178856342251894
strip_NN,24,7977,"['strip_NNP', 'strip_NN', 'strip_NNPS', 'strip_NNS']",-8.376668061857668,11.616261654559192
method_NN,20,112706,"['method_NNS', 'method_NN']",-12.4602767002045,11.879296060392985
rarely_RB,20,11926,['rarely_RB'],-9.219894526536807,11.879296060392985
land_NN,30,75018,"['land_NN', 'land_NNS', 'land_NNP']",-11.288058584816293,11.294333559671829
additional_JJ,16,85500,['additional_JJ'],-12.383636799547984,12.201224155280348
mine_NN,17,8462,['mine_NN'],-8.959320129106011,12.11376131403001
sticky_JJ,11,1636,['sticky_JJ'],-7.216525414304452,12.74179253664305
fail_VB,18,63602,"['fail_VBP', 'fail_VBD', 'fail_VBG', 'fail_VB', 'fail_VBN', 'fail_VBZ']",-11.786859510672034,12.031299153838036
sand_NN,15,10818,"['sand_NN', 'sand_NNS', 'sand_NNP']",-9.494255586544979,12.294333559671829
bar_NN,16,25881,"['bar_NN', 'bar_NNS']",-10.659605741360892,12.201224155280348
everyday_JJ,14,9464,['everyday_JJ'],-9.400879436282183,12.393869233222745
product_NN,31,167518,"['product_NNS', 'product_NN']",-12.399760287175647,11.247027844893474
select_VB,10,56991,"['select_VBN', 'select_VB', 'select_VBP', 'select_VBD']",-12.476518392000015,12.879296060392985
right_JJ,55,52106,['right_JJ'],-9.887802174264614,10.419864441755688
faith_NN,15,23958,['faith_NN'],-10.641329261745685,12.294333559671829
strange_JJ,14,10602,['strange_JJ'],-9.564693903215169,12.393869233222745
sensation_NN,80,5199,"['sensation_NN', 'sensation_NNS']",-6.022090344993964,9.879296060392985
drive_NN,25,32123,"['drive_NN', 'drive_NNP', 'drive_NNS']",-10.327462823695152,11.557367965505623
classical_JJ,14,13683,['classical_JJ'],-9.932742033521306,12.393869233222745
scarcely_RB,18,2171,['scarcely_RB'],-6.9142190091728315,12.031299153838036
current_JJ,49,126949,['current_JJ'],-11.339179660984666,10.58651431116514
second_JJ,42,111553,['second_JJ'],-11.375052364226429,10.808906732501587
typing_NN,12,919,"['typing_NN', 'typing_NNP']",-6.258958550567878,12.616261654559192
glance_NN,10,3743,"['glance_NN', 'glance_NNS']",-8.548051238012599,12.879296060392985
shooting_NN,10,5220,"['shooting_NNP', 'shooting_NN']",-9.027905996569885,12.879296060392985
system_NN,105,454487,"['system_NNPS', 'system_NNS', 'system_NN', 'system_NNP']",-12.079633985395219,9.486978637614225
busy_JJ,11,12006,['busy_JJ'],-10.0920363339896,12.74179253664305
stage_NN,14,37354,['stage_NN'],-11.381620197726562,12.393869233222745
feature_NN,43,75513,"['feature_NNS', 'feature_NN']",-10.778172658967783,10.77495940057825
recall_VB,13,10710,"['recall_VBZ', 'recall_VB', 'recall_VBP']",-9.686231141496526,12.500784437139256
finishing_JJ,84,121,['finishing_JJ'],-0.5265458144958342,9.808906732501587
exciting_JJ,10,13762,['exciting_JJ'],-10.426474433510823,12.879296060392985
mother_NN,60,60863,"['mother_NNP', 'mother_NN', 'mother_NNS']",-9.986387231471603,10.294333559671829
occur_VB,23,74031,"['occur_VBZ', 'occur_VB', 'occur_VBP', 'occur_VBD']",-11.652279939924743,11.677662199223334
object_NN,138,62591,"['object_NN', 'object_NNS', 'object_NNPS']",-8.825143148797697,9.092699698502178
father_NN,25,46059,"['father_NNS', 'father_NN', 'father_NNP']",-10.84733927848468,11.557367965505623
tend_VB,11,28801,"['tend_VBZ', 'tend_VBP', 'tend_VBN', 'tend_VB']",-11.354399665287888,12.74179253664305
office_NN,59,162664,"['office_NN', 'office_NNP', 'office_NNS']",-11.42889242120974,10.318581105918506
mental_JJ,15,29140,['mental_JJ'],-10.923822661343356,12.294333559671829
structure_NN,16,85268,"['structure_NNS', 'structure_NN']",-12.379716797493629,12.201224155280348
spiritual_JJ,14,12177,['spiritual_JJ'],-9.764516203361245,12.393869233222745
please_VB,96,62679,"['please_VB', 'please_VBG', 'please_VBN', 'please_VBZ']",-9.350732041623,9.616261654559192
factor_NN,14,85369,"['factor_NNS', 'factor_NN']",-12.574069737343422,12.393869233222745
mentor_NN,18,11138,"['mentor_NN', 'mentor_NNS']",-9.2732775758547,12.031299153838036
infectious_JJ,10,5575,['infectious_JJ'],-9.122827994807666,12.879296060392985
show_VB,49,191877,"['show_VBP', 'show_VBZ', 'show_VBG', 'show_VBN', 'show_VBD', 'show_VB']",-11.935112418589666,10.58651431116514
wide_JJ,37,55883,"['wide_JJ', 'wide_JJR']",-10.560668485794343,10.991770789651397
subject_JJ,16,51249,['subject_JJ'],-11.645236233745754,12.201224155280348
plant_NN,38,87441,"['plant_NNS', 'plant_NN', 'plant_NNP']",-11.168094766278436,10.953296641836763
science_NN,25,137154,"['science_NNS', 'science_NN', 'science_NNPS', 'science_NNP']",-12.421580982648587,11.557367965505623
seem_VB,123,125873,"['seem_VBZ', 'seem_VB', 'seem_VBD', 'seem_VBP', 'seem_VBN', 'seem_VBG']",-9.999094824485503,9.258709649941109
separate_JJ,10,36991,['separate_JJ'],-11.852958586895827,12.879296060392985
network_NN,40,142917,"['network_NN', 'network_NNS', 'network_NNP']",-11.802889914996213,10.879296060392985
computer_NN,60,128693,"['computer_NN', 'computer_NNP', 'computer_NNS']",-11.066683461991142,10.294333559671829
big_JJ,20,81997,"['big_JJ', 'big_JJS', 'big_JJR']",-12.001355411901383,11.879296060392985
impossible_JJ,11,18985,['impossible_JJ'],-10.753140759869154,12.74179253664305
operate_VB,18,56780,"['operate_VB', 'operate_VBG', 'operate_VBD', 'operate_VBP', 'operate_VBN', 'operate_VBZ']",-11.623170227169442,12.031299153838036
test_NN,15,108325,"['test_NN', 'test_NNS']",-12.818116115438075,12.294333559671829
tone_NN,62,10181,"['tone_NNS', 'tone_NN', 'tone_NNP']",-7.359395342185834,10.247027844893474
heat_NN,18,20768,['heat_NN'],-10.172149666556827,12.031299153838036
fabric_NN,11,5945,"['fabric_NNS', 'fabric_NN']",-9.078029475995722,12.74179253664305
classroom_NN,10,34104,"['classroom_NN', 'classroom_NNS']",-11.735725245076575,12.879296060392985
flower_NN,20,17282,"['flower_NNS', 'flower_NN', 'flower_NNPS', 'flower_NNP']",-9.755054471093796,11.879296060392985
modern_JJ,46,34374,['modern_JJ'],-9.545468167096342,10.677662199223334
idea_NN,63,106742,"['idea_NNS', 'idea_NN']",-10.726488499070067,10.22394423178043
email_NN,19,30402,"['email_NNP', 'email_NN']",-10.643951100800113,11.953296641836763
colleague_NN,30,19175,['colleague_NNS'],-9.320048361669139,11.294333559671829
hour_NN,18,118788,"['hour_NNS', 'hour_NN']",-12.688104575000938,12.031299153838036
conversation_NN,21,20800,"['conversation_NN', 'conversation_NNS']",-9.951978485137056,11.808906732501587
consumer_NN,22,60277,"['consumer_NN', 'consumer_NNS', 'consumer_NNPS', 'consumer_NNP']",-11.419888376374336,11.74179253664305
african_JJ,10,19787,['african_JJ'],-10.950337179856671,12.879296060392985
hot_JJ,69,22790,['hot_JJ'],-8.36758884737449,10.092699698502178
addition_NN,19,105455,['addition_NN'],-12.438340461095844,11.953296641836763
challenge_NN,13,55019,"['challenge_NNS', 'challenge_NN']",-12.047202579540276,12.500784437139256
first_JJ,108,298610,['first_JJ'],-11.433015452242909,9.44633665311688
pleasure_NN,15,11866,"['pleasure_NN', 'pleasure_NNS']",-9.627655471851472,12.294333559671829
penis_NN,16,1311,"['penis_NNS', 'penis_NN']",-6.356451970221754,12.201224155280348
sound_NN,95,28441,"['sound_NN', 'sound_NNP', 'sound_NNS']",-8.225828962957744,9.6313685469494
input_NN,10,32423,"['input_NN', 'input_NNS']",-11.66280186980762,12.879296060392985
language_NN,17,95686,"['language_NN', 'language_NNS']",-12.458557395005348,12.11376131403001
video_NN,22,40864,"['video_NN', 'video_NNS']",-10.859111191065427,11.74179253664305
combination_NN,12,25609,['combination_NN'],-11.059400797393964,12.616261654559192
lay_VB,11,26295,"['lay_VBZ', 'lay_VBN', 'lay_VBD', 'lay_VBG']",-11.22306925773076,12.74179253664305
practical_JJ,10,29343,['practical_JJ'],-11.518800662962603,12.879296060392985
watch_VB,12,34681,"['watch_VBN', 'watch_VBD', 'watch_VB', 'watch_VBP', 'watch_VBG']",-11.496895376991304,12.616261654559192
ever_RB,97,67276,['ever_RB'],-9.437891467810974,9.60131131309322
metal_NN,56,16533,"['metal_NN', 'metal_NNS']",-8.205705990496059,10.393869233222745
file_NN,49,122925,"['file_NN', 'file_NNS']",-11.29270898548013,10.58651431116514
far_RB,47,125603,"['far_RB', 'far_RBR']",-11.38392254585364,10.64663530360271
best_JJ,24,134089,['best_JJS'],-12.447868864228992,11.616261654559192
theme_NN,49,23319,"['theme_NN', 'theme_NNS', 'theme_NNP']",-8.894508457507198,10.58651431116514
second_NN,12,27412,"['second_NNP', 'second_NNS', 'second_NN']",-11.157557470940143,12.616261654559192
war_NN,32,104825,"['war_NNP', 'war_NN', 'war_NNS']",-11.677623304621115,11.201224155280348
