,OlfN,TotalN,Tokens,OAI,OSI
finishing_JJ,84,121,['finishing_JJ'],-0.526545814,9.808906733
fondling_NN,13,23,"['fondling_NNP', 'fondling_NN']",-0.823122238,12.50078444
midas_NN,20,89,"['midas_NNP', 'midas_NNPS']",-2.153805336,11.87929606
cognize_VB,10,78,"['cognize_VBG', 'cognize_VBN']",-2.963474124,12.87929606
lewd_JJ,25,212,['lewd_JJ'],-3.084064265,11.55736797
therapeutic_NN,22,196,['therapeutic_NNP'],-3.155278225,11.74179254
cognizable_JJ,13,163,['cognizable_JJ'],-3.648288436,12.50078444
deft_JJ,18,229,['deft_JJ'],-3.669278787,12.03129915
fondle_VB,15,223,"['fondle_VBD', 'fondle_VBN', 'fondle_VBG', 'fondle_VB']",-3.894009304,12.29433356
typist_NN,15,244,"['typist_NNS', 'typist_NN']",-4.023846742,12.29433356
lightness_NN,16,303,['lightness_NN'],-4.243173983,12.20122416
reiki_NN,10,200,"['reiki_NNP', 'reiki_NN']",-4.321928095,12.87929606
genitals_NN,21,431,['genitals_NNS'],-4.359226636,11.80890673
tasting_NN,51,1213,"['tasting_NN', 'tasting_NNP']",-4.571938493,10.52879881
smell_NN,136,3290,"['smell_NN', 'smell_NNP']",-4.596409027,9.113761314
smell_VB,126,3702,"['smell_VBP', 'smell_VBN', 'smell_VBG', 'smell_VBD', 'smell_VB', 'smell_VBZ']",-4.876809256,9.223944232
crowning_JJ,10,323,['crowning_JJ'],-5.01346226,12.87929606
stroke_VB,11,360,"['stroke_VBG', 'stroke_VBD', 'stroke_VBN']",-5.032421478,12.74179254
caress_VB,10,334,"['caress_VBZ', 'caress_VBG', 'caress_VB', 'caress_VBP', 'caress_VBD', 'caress_VBN']",-5.061776198,12.87929606
hug_VB,19,654,"['hug_VBG', 'hug_VBD']",-5.105219312,11.95329664
inappropriately_RB,23,836,['inappropriately_RB'],-5.183797176,11.6776622
lightly_RB,69,2761,['lightly_RB'],-5.322450716,10.0926997
briefly_NN,70,3042,['briefly_NN'],-5.441521421,10.07194114
tactile_JJ,17,779,['tactile_JJ'],-5.518016677,12.11376131
unwelcome_JJ,17,830,['unwelcome_JJ'],-5.609504685,12.11376131
chord_NN,34,1715,"['chord_NN', 'chord_NNS', 'chord_NNP']",-5.65653002,11.11376131
taste_VB,54,2821,"['taste_VBD', 'taste_VB', 'taste_VBP', 'taste_VBZ', 'taste_VBN']",-5.707103448,10.44633665
tt_NN,11,606,['tt_NNP'],-5.783742365,12.74179254
kiss_VB,44,2524,"['kiss_VB', 'kiss_VBG', 'kiss_VBD', 'kiss_VBN', 'kiss_VBP']",-5.842064576,10.74179254
sens_NN,60,3703,['sens_NNS'],-5.947588239,10.29433356
healing_NN,89,5567,"['healing_NN', 'healing_NNP', 'healing_NNS']",-5.966950937,9.725490724
sensation_NN,80,5199,"['sensation_NN', 'sensation_NNS']",-6.022090345,9.87929606
pad_NN,66,4317,"['pad_NN', 'pad_NNS', 'pad_NNP', 'pad_NNPS']",-6.031419258,10.15683004
forehead_NN,27,1790,"['forehead_NN', 'forehead_NNS']",-6.05085637,11.44633665
finger_NN,154,10509,"['finger_NNS', 'finger_NN', 'finger_NNP']",-6.092551233,8.934437615
gentle_JJ,60,4174,"['gentle_JJ', 'gentle_JJS', 'gentle_JJR']",-6.12032429,10.29433356
taste_NN,153,10719,"['taste_NN', 'taste_NNS']",-6.130494857,8.943836313
briefly_RB,54,4023,['briefly_RB'],-6.21916852,10.44633665
barely_RB,79,5964,['barely_RB'],-6.238283794,9.897443407
massage_NN,28,2117,"['massage_NN', 'massage_NNP']",-6.240450632,11.39386923
typing_NN,12,919,"['typing_NN', 'typing_NNP']",-6.258958551,12.61626165
tornado_NN,15,1163,"['tornado_NN', 'tornado_NNS']",-6.276744786,12.29433356
fingertip_NN,12,978,"['fingertip_NNS', 'fingertip_NN']",-6.348728154,12.61626165
penis_NN,16,1311,"['penis_NNS', 'penis_NN']",-6.35645197,12.20122416
gently_RB,45,3708,['gently_RB'],-6.364572432,10.70937106
thigh_NN,14,1159,"['thigh_NNS', 'thigh_NN']",-6.371309929,12.39386923
zen_NN,15,1242,['zen_NNP'],-6.371558863,12.29433356
feminine_JJ,16,1330,['feminine_JJ'],-6.37721053,12.20122416
stay_VB,547,45965,"['stay_VBP', 'stay_VBD', 'stay_VBG', 'stay_VB', 'stay_VBN', 'stay_VBZ']",-6.392851097,7.105827132
lip_NN,61,5192,"['lip_NNS', 'lip_NN']",-6.41133733,10.27048682
toe_NN,36,3093,"['toe_NNS', 'toe_NN']",-6.424866117,11.03129915
elegance_NN,13,1135,['elegance_NN'],-6.448036864,12.50078444
nice_JJ,234,20453,"['nice_JJ', 'nice_JJR']",-6.44966013,8.330859436
cheek_NN,26,2322,"['cheek_NN', 'cheek_NNS']",-6.480712539,11.50078444
screen_NN,358,32071,"['screen_NN', 'screen_NNP', 'screen_NNS']",-6.485165941,7.717408378
deeply_RB,131,12093,"['deeply_RB', 'deeply_RBR']",-6.528461567,9.167801154
tongue_NN,51,4833,"['tongue_NN', 'tongue_NNS', 'tongue_NNP']",-6.566277937,10.52879881
kiosk_NN,13,1254,"['kiosk_NN', 'kiosk_NNS']",-6.591881915,12.50078444
agreeable_JJ,11,1071,['agreeable_JJ'],-6.605311146,12.74179254
finish_VB,177,17557,"['finish_VBG', 'finish_VBD', 'finish_VBN']",-6.632153179,8.733618605
classmate_NN,31,3272,"['classmate_NNS', 'classmate_NN']",-6.721760723,11.24702784
nose_NN,68,7262,"['nose_NNS', 'nose_NN']",-6.738688374,10.11376131
elbow_NN,17,1816,"['elbow_NN', 'elbow_NNS']",-6.739085646,12.11376131
therapeutic_JJ,50,5393,['therapeutic_JJ'],-6.753016129,10.55736797
button_NN,174,18876,"['button_NNS', 'button_NN']",-6.76132196,8.758280659
vagina_NN,11,1205,['vagina_NN'],-6.775385812,12.74179254
tender_NN,34,3739,"['tender_NN', 'tender_NNP']",-6.780973915,11.11376131
humorous_JJ,12,1326,['humorous_JJ'],-6.787902559,12.61626165
luxurious_JJ,12,1333,['luxurious_JJ'],-6.795498564,12.61626165
sight_NN,113,12592,"['sight_NN', 'sight_NNP', 'sight_NNS']",-6.800040863,9.381045193
delicate_JJ,33,3687,['delicate_JJ'],-6.803837582,11.15683004
decor_NN,10,1121,['decor_NN'],-6.808642468,12.87929606
droplet_NN,11,1254,"['droplet_NN', 'droplet_NNS']",-6.832890014,12.74179254
angel_NN,50,5794,"['angel_NN', 'angel_NNP', 'angel_NNPS', 'angel_NNS']",-6.856487779,10.55736797
scent_NN,13,1511,"['scent_NN', 'scent_NNS']",-6.860848227,12.50078444
accidentally_RB,22,2563,['accidentally_RB'],-6.864186145,11.74179254
scarcely_RB,18,2171,['scarcely_RB'],-6.914219009,12.03129915
irony_NN,17,2099,['irony_NN'],-6.94802361,12.11376131
warmth_NN,20,2539,['warmth_NN'],-6.988116585,11.87929606
keyboard_NN,56,7199,"['keyboard_NN', 'keyboard_NNS', 'keyboard_NNP']",-7.006225881,10.39386923
nerve_NN,63,8108,"['nerve_NN', 'nerve_NNS', 'nerve_NNP']",-7.00785045,10.22394423
sensual_JJ,11,1432,['sensual_JJ'],-7.024384159,12.74179254
shoulder_NN,71,9574,"['shoulder_NN', 'shoulder_NNS']",-7.075158971,10.05147704
posture_NN,17,2316,['posture_NN'],-7.089956697,12.11376131
keep_VB,1056,148052,"['keep_VB', 'keep_VBP', 'keep_VBG', 'keep_VBZ', 'keep_VBN', 'keep_VBD']",-7.131350335,6.156830036
humor_NN,40,5694,['humor_NN'],-7.153298683,10.87929606
magic_JJ,22,3136,['magic_JJ'],-7.155278225,11.74179254
biotechnology_NN,28,4000,"['biotechnology_NNS', 'biotechnology_NN']",-7.158429363,11.39386923
dare_VB,25,3615,"['dare_VBP', 'dare_VBD', 'dare_VB', 'dare_VBN', 'dare_VBZ']",-7.175923742,11.55736797
lifting_NN,10,1462,['lifting_NN'],-7.191799501,12.87929606
rub_VB,20,2953,"['rub_VBG', 'rub_VB', 'rub_VBP', 'rub_VBD', 'rub_VBZ', 'rub_VBN']",-7.206037546,11.87929606
sticky_JJ,11,1636,['sticky_JJ'],-7.216525414,12.74179254
soft_JJ,91,13854,"['soft_JJ', 'soft_JJS', 'soft_JJR']",-7.250220318,9.693429515
percussion_NN,10,1527,['percussion_NN'],-7.254556252,12.87929606
gesture_NN,29,4435,"['gesture_NN', 'gesture_NNS']",-7.256737394,11.34324316
evil_NN,25,3936,"['evil_NNP', 'evil_NN']",-7.298658316,11.55736797
contaminate_VB,36,5708,"['contaminate_VBN', 'contaminate_VB']",-7.308844618,11.03129915
re_NN,12,1912,"['re_NNS', 're_NN']",-7.315904307,12.61626165
tone_NN,62,10181,"['tone_NNS', 'tone_NN', 'tone_NNP']",-7.359395342,10.24702784
intimate_JJ,28,4685,['intimate_JJ'],-7.38647841,11.39386923
unwanted_JJ,19,3191,['unwanted_JJ'],-7.39186538,11.95329664
brush_VB,11,1899,"['brush_VBG', 'brush_VBD', 'brush_VB', 'brush_VBN']",-7.431592572,12.74179254
ball_NN,91,16330,"['ball_NN', 'ball_NNS']",-7.48744253,9.693429515
kindness_NN,12,2193,['kindness_NN'],-7.513727596,12.61626165
profoundly_RB,13,2406,['profoundly_RB'],-7.531981209,12.50078444
dial_NN,12,2249,"['dial_NN', 'dial_NNS']",-7.550105445,12.61626165
funny_JJ,30,5648,"['funny_JJ', 'funny_JJR']",-7.556633778,11.29433356
light_JJ,169,32034,"['light_JJ', 'light_JJS', 'light_JJR']",-7.566436898,8.800344719
thoughtful_JJ,18,3418,['thoughtful_JJ'],-7.56901168,12.03129915
rim_NN,13,2500,"['rim_NN', 'rim_NNS']",-7.587272661,12.50078444
thumb_NN,16,3094,"['thumb_NNS', 'thumb_NN']",-7.595257481,12.20122416
flame_NN,23,4515,"['flame_NN', 'flame_NNS']",-7.616948316,11.6776622
shutter_NN,16,3151,"['shutter_NN', 'shutter_NNP', 'shutter_NNS']",-7.621594039,12.20122416
skin_NN,111,21921,"['skin_NN', 'skin_NNP', 'skin_NNS']",-7.625610126,9.406808289
reality_NN,152,30089,"['reality_NN', 'reality_NNS']",-7.629021026,8.953296642
lose_VB,368,74259,"['lose_VB', 'lose_VBD', 'lose_VBP', 'lose_VBN', 'lose_VBG', 'lose_VBZ']",-7.656716311,7.677662199
